,Name,Type,Size,Shape,Datatype
1115,AwakeEventData/SR.SCOPE45.CH03/Acquisition/offset,Dataset,1,"(1,)",float32
1116,AwakeEventData/SR.SCOPE45.CH03/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
1117,AwakeEventData/SR.SCOPE45.CH03/Acquisition/sensitivity,Dataset,1,"(1,)",float32
1118,AwakeEventData/SR.SCOPE45.CH03/Acquisition/triggerError,Dataset,1,"(1,)",float32
1119,AwakeEventData/SR.SCOPE45.CH03/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
1120,AwakeEventData/SR.SCOPE45.CH03/Acquisition/value,Dataset,352,"(1, 352)",int16
1121,AwakeEventData/SR.SCOPE45.CH03/Acquisition/value_units,Dataset,1,"(1,)",|S1
1122,AwakeEventData/SR.SCOPE45.CH04,Group,,,
1123,AwakeEventData/SR.SCOPE45.CH04/Acquisition,Group,,,
1124,AwakeEventData/SR.SCOPE45.CH04/Acquisition/CTime,Dataset,1,"(1,)",int32
1125,AwakeEventData/SR.SCOPE45.CH04/Acquisition/cycleTag,Dataset,1,"(1,)",int32
1126,AwakeEventData/SR.SCOPE45.CH04/Acquisition/diffStamps,Dataset,1,"(1,)",int64
1127,AwakeEventData/SR.SCOPE45.CH04/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
1128,AwakeEventData/SR.SCOPE45.CH04/Acquisition/offset,Dataset,1,"(1,)",float32
1129,AwakeEventData/SR.SCOPE45.CH04/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
1130,AwakeEventData/SR.SCOPE45.CH04/Acquisition/sensitivity,Dataset,1,"(1,)",float32
1131,AwakeEventData/SR.SCOPE45.CH04/Acquisition/triggerError,Dataset,1,"(1,)",float32
1132,AwakeEventData/SR.SCOPE45.CH04/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
1133,AwakeEventData/SR.SCOPE45.CH04/Acquisition/value,Dataset,352,"(1, 352)",int16
1134,AwakeEventData/SR.SCOPE45.CH04/Acquisition/value_units,Dataset,1,"(1,)",|S1
1135,AwakeEventData/Sps2AwakeSynchro,Group,,,
1136,AwakeEventData/Sps2AwakeSynchro/ProtonDelayNs,Group,,,
1137,AwakeEventData/Sps2AwakeSynchro/ProtonDelayNs/delay,Dataset,1,"(1,)",float64
1138,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1,Group,,,
1139,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead,Group,,,
1140,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/channelRead,Dataset,1,"(1,)",int32
1141,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/dataAxis,Dataset,5000,"(5000,)",float64
1142,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/dataValue,Dataset,5000,"(5000,)",float64
1143,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileCount,Dataset,1,"(1,)",int32
1144,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileName,Dataset,1,"(1,)",|S29
1145,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileReadDelay,Dataset,1,"(1,)",int64
1146,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileTime,Dataset,1,"(1,)",int64
1147,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/headerName,Dataset,100,"(100,)",|S17
1148,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/headerValue,Dataset,100,"(100,)",|S16
1149,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2,Group,,,
1150,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead,Group,,,
1151,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/channelRead,Dataset,1,"(1,)",int32
1152,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/dataAxis,Dataset,5000,"(5000,)",float64
1153,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/dataValue,Dataset,5000,"(5000,)",float64
1154,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileCount,Dataset,1,"(1,)",int32
1155,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileName,Dataset,1,"(1,)",|S29
1156,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileReadDelay,Dataset,1,"(1,)",int64
1157,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileTime,Dataset,1,"(1,)",int64
1158,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/headerName,Dataset,100,"(100,)",|S17
1159,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/headerValue,Dataset,100,"(100,)",|S16
1160,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH3,Group,,,
1161,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH3/FileRead,Dataset,1,(),|S166
1162,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4,Group,,,
1163,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead,Group,,,
1164,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/channelRead,Dataset,1,"(1,)",int32
1165,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/dataAxis,Dataset,2000,"(2000,)",float64
1166,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/dataValue,Dataset,2000,"(2000,)",float64
1167,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileCount,Dataset,1,"(1,)",int32
1168,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileName,Dataset,1,"(1,)",|S29
1169,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileReadDelay,Dataset,1,"(1,)",int64
1170,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileTime,Dataset,1,"(1,)",int64
1171,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/headerName,Dataset,100,"(100,)",|S17
1172,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/headerValue,Dataset,100,"(100,)",|S16
1173,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR,Group,,,
1174,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead,Group,,,
1175,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataAcquisitionTime,Dataset,1,"(1,)",int64
1176,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataAmplitude,Dataset,768,"(768,)",float64
1177,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataDelay,Dataset,768,"(768,)",float64
1178,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataImage,Dataset,442368,"(768, 576)",int16
1179,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileCount,Dataset,1,"(1,)",int32
1180,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileName,Dataset,1,"(1,)",|S17
1181,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileTime,Dataset,1,"(1,)",int64
1182,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fittedAmplitude,Dataset,768,"(768,)",float64
1183,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/pulseWidth,Dataset,1,"(1,)",float64
1184,AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER,Group,,,
1185,AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/NameAcquisition,Group,,,
1186,AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/NameAcquisition/nameValue,Dataset,100,"(100,)",|S45
1187,AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/ValueAcquisition,Group,,,
1188,AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/ValueAcquisition/floatValue,Dataset,100,"(100,)",float64
1189,AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS,Group,,,
1190,AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/NameAcquisition,Group,,,
1191,AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/NameAcquisition/nameValue,Dataset,100,"(100,)",|S19
1192,AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/ValueAcquisition,Group,,,
1193,AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/ValueAcquisition/floatValue,Dataset,100,"(100,)",float64
1194,AwakeEventData/TSG41.AWAKE-CTRHET-VDI,Group,,,
1195,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead,Group,,,
1196,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileCount,Dataset,1,"(1,)",int32
1197,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileName,Dataset,1,"(1,)",|S42
1198,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileReadDelay,Dataset,1,"(1,)",int64
1199,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileTime,Dataset,1,"(1,)",int64
1200,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/floatValue,Dataset,1,"(1,)",float64
1201,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/integerValue,Dataset,1,"(1,)",int64
1202,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/stringValue,Dataset,1,"(1,)",|S4
1203,AwakeEventData/TSG41.AWAKE-CTRHET-WR8,Group,,,
1204,AwakeEventData/TSG41.AWAKE-CTRHET-WR8/FileRead,Dataset,1,(),|S166
1205,AwakeEventData/TSG41.AWAKE-DENSITY-DATA,Group,,,
1206,AwakeEventData/TSG41.AWAKE-DENSITY-DATA/NameAcquisition,Group,,,
1207,AwakeEventData/TSG41.AWAKE-DENSITY-DATA/NameAcquisition/nameValue,Dataset,100,"(100,)",|S18
1208,AwakeEventData/TSG41.AWAKE-DENSITY-DATA/ValueAcquisition,Group,,,
1209,AwakeEventData/TSG41.AWAKE-DENSITY-DATA/ValueAcquisition/floatValue,Dataset,100,"(100,)",float64
1210,AwakeEventData/TSG41.AWAKE-GUI-SUPPORT,Group,,,
1211,AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/NameAcquisition,Group,,,
1212,AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/NameAcquisition/nameValue,Dataset,100,"(100,)",|S20
1213,AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/ValueAcquisition,Group,,,
1214,AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/ValueAcquisition/floatValue,Dataset,100,"(100,)",float64
1215,AwakeEventData/TSG41.AWAKE-LASER-DATA,Group,,,
1216,AwakeEventData/TSG41.AWAKE-LASER-DATA/NameAcquisition,Group,,,
1217,AwakeEventData/TSG41.AWAKE-LASER-DATA/NameAcquisition/nameValue,Dataset,100,"(100,)",|S55
1218,AwakeEventData/TSG41.AWAKE-LASER-DATA/ValueAcquisition,Group,,,
1219,AwakeEventData/TSG41.AWAKE-LASER-DATA/ValueAcquisition/floatValue,Dataset,100,"(100,)",float64
1220,AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS,Group,,,
1221,AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/NameAcquisition,Group,,,
1222,AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/NameAcquisition/nameValue,Dataset,100,"(100,)",|S19
1223,AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/ValueAcquisition,Group,,,
1224,AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/ValueAcquisition/floatValue,Dataset,100,"(100,)",float64
1225,AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ,Group,,,
1226,AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/NameAcquisition,Group,,,
1227,AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/NameAcquisition/nameValue,Dataset,100,"(100,)",|S16
1228,AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/ValueAcquisition,Group,,,
1229,AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/ValueAcquisition/floatValue,Dataset,100,"(100,)",float64
1230,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN,Group,,,
1231,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead,Group,,,
1232,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataAcquisitionTime,Dataset,1,"(1,)",int64
1233,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataAxis,Dataset,3648,"(3648,)",float64
1234,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataValue,Dataset,3648,"(3648,)",float64
1235,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileCount,Dataset,1,"(1,)",int32
1236,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileName,Dataset,1,"(1,)",|S44
1237,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileReadDelay,Dataset,1,"(1,)",int64
1238,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileTime,Dataset,1,"(1,)",int64
1239,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/headerName,Dataset,11,"(11,)",|S32
1240,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/headerValue,Dataset,11,"(11,)",|S28
1241,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/nPixels,Dataset,1,"(1,)",int32
1242,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP,Group,,,
1243,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead,Group,,,
1244,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataAcquisitionTime,Dataset,1,"(1,)",int64
1245,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataAxis,Dataset,3648,"(3648,)",float64
1246,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataValue,Dataset,3648,"(3648,)",float64
1247,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileCount,Dataset,1,"(1,)",int32
1248,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileName,Dataset,1,"(1,)",|S43
1249,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileReadDelay,Dataset,1,"(1,)",int64
1250,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileTime,Dataset,1,"(1,)",int64
1251,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/headerName,Dataset,11,"(11,)",|S32
1252,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/headerValue,Dataset,11,"(11,)",|S28
1253,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/nPixels,Dataset,1,"(1,)",int32
1254,AwakeEventData/TT41.AWAKE-eBLM-pico1,Group,,,
1255,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,Group,,,
1256,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/FileTime,Dataset,1,"(1,)",int64
1257,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataAcquisitionTime,Dataset,1,"(1,)",int64
1258,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataAxis,Dataset,785,"(785,)",float64
1259,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue1,Dataset,785,"(785,)",float64
1260,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue2,Dataset,785,"(785,)",float64
1261,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue3,Dataset,785,"(785,)",float64
1262,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue4,Dataset,785,"(785,)",float64
1263,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileCount,Dataset,1,"(1,)",int32
1264,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileName,Dataset,1,"(1,)",|S17
1265,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileReadDelay,Dataset,1,"(1,)",int64
1266,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/headerName,Dataset,100,"(100,)",|S1
1267,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/headerValue,Dataset,100,"(100,)",|S1
1268,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/nPixels,Dataset,1,"(1,)",int32
1269,AwakeEventData/TT41.AWAKE-eBLM-pico2,Group,,,
1270,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,Group,,,
1271,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/FileTime,Dataset,1,"(1,)",int64
1272,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataAcquisitionTime,Dataset,1,"(1,)",int64
1273,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataAxis,Dataset,785,"(785,)",float64
1274,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue1,Dataset,785,"(785,)",float64
1275,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue2,Dataset,785,"(785,)",float64
1276,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue3,Dataset,785,"(785,)",float64
1277,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue4,Dataset,785,"(785,)",float64
1278,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileCount,Dataset,1,"(1,)",int32
1279,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileName,Dataset,1,"(1,)",|S17
1280,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileReadDelay,Dataset,1,"(1,)",int64
1281,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/headerName,Dataset,100,"(100,)",|S1
1282,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/headerValue,Dataset,100,"(100,)",|S1
1283,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/nPixels,Dataset,1,"(1,)",int32
1284,AwakeEventData/TT41.AWAKE-eBLM-pico3,Group,,,
1285,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,Group,,,
1286,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/FileTime,Dataset,1,"(1,)",int64
1287,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataAcquisitionTime,Dataset,1,"(1,)",int64
1288,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataAxis,Dataset,785,"(785,)",float64
1289,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue1,Dataset,785,"(785,)",float64
1290,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue2,Dataset,785,"(785,)",float64
1291,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue3,Dataset,785,"(785,)",float64
1292,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue4,Dataset,785,"(785,)",float64
1293,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileCount,Dataset,1,"(1,)",int32
1294,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileName,Dataset,1,"(1,)",|S17
1295,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileReadDelay,Dataset,1,"(1,)",int64
1296,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/headerName,Dataset,100,"(100,)",|S1
1297,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/headerValue,Dataset,100,"(100,)",|S1
1298,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/nPixels,Dataset,1,"(1,)",int32
1299,AwakeEventData/TT41.BCTF.412340,Group,,,
1300,AwakeEventData/TT41.BCTF.412340/Acquisition,Group,,,
1301,AwakeEventData/TT41.BCTF.412340/Acquisition/acqTime,Dataset,1,"(1,)",|S26
1302,AwakeEventData/TT41.BCTF.412340/Acquisition/beamDestinationStr,Dataset,1,"(1,)",|S5
1303,AwakeEventData/TT41.BCTF.412340/Acquisition/beamID,Dataset,1,"(1,)",int32
1304,AwakeEventData/TT41.BCTF.412340/Acquisition/calResultCh1,Dataset,2,"(2,)",int32
1305,AwakeEventData/TT41.BCTF.412340/Acquisition/calResultCh2,Dataset,2,"(2,)",int32
1306,AwakeEventData/TT41.BCTF.412340/Acquisition/calStatusCh1,Dataset,1,"(1,)",int16
1307,AwakeEventData/TT41.BCTF.412340/Acquisition/calStatusCh2,Dataset,1,"(1,)",int16
1308,AwakeEventData/TT41.BCTF.412340/Acquisition/calibrationFactorCh1,Dataset,1,"(1,)",float32
1309,AwakeEventData/TT41.BCTF.412340/Acquisition/calibrationFactorCh2,Dataset,1,"(1,)",float32
1310,AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorIMeasuredCh1,Dataset,1,"(1,)",float32
1311,AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorIMeasuredCh2,Dataset,1,"(1,)",float32
1312,AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorVActual,Dataset,1,"(1,)",float32
1313,AwakeEventData/TT41.BCTF.412340/Acquisition/commonStatus,Dataset,1,"(1,)",int16
1314,AwakeEventData/TT41.BCTF.412340/Acquisition/cycleTime,Dataset,1,"(1,)",|S26
1315,AwakeEventData/TT41.BCTF.412340/Acquisition/descriptionCh1,Dataset,1,"(1,)",|S1
1316,AwakeEventData/TT41.BCTF.412340/Acquisition/descriptionCh2,Dataset,1,"(1,)",|S1
1317,AwakeEventData/TT41.BCTF.412340/Acquisition/inputOffsetCh1,Dataset,1,"(1,)",int32
1318,AwakeEventData/TT41.BCTF.412340/Acquisition/inputOffsetCh2,Dataset,1,"(1,)",int32
1319,AwakeEventData/TT41.BCTF.412340/Acquisition/measResultCh1,Dataset,32,"(32,)",int32
1320,AwakeEventData/TT41.BCTF.412340/Acquisition/measResultCh2,Dataset,32,"(32,)",int32
1321,AwakeEventData/TT41.BCTF.412340/Acquisition/measStatusCh1,Dataset,1,"(1,)",int16
1322,AwakeEventData/TT41.BCTF.412340/Acquisition/measStatusCh2,Dataset,1,"(1,)",int16
1323,AwakeEventData/TT41.BCTF.412340/Acquisition/nbOfMeas,Dataset,1,"(1,)",int32
1324,AwakeEventData/TT41.BCTF.412340/Acquisition/totalCurrentPreferred,Dataset,1,"(1,)",float32
1325,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityAutoCh1,Dataset,1,"(1,)",float32
1326,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityAutoCh2,Dataset,1,"(1,)",float32
1327,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityCalcCh1,Dataset,1,"(1,)",float32
1328,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityCalcCh2,Dataset,1,"(1,)",float32
1329,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityPreferred,Dataset,1,"(1,)",float32
1330,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensity_unit,Dataset,1,"(1,)",int32
1331,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensity_unitExponent,Dataset,1,"(1,)",int32
1332,AwakeEventData/TT41.BPM.412343,Group,,,
1333,AwakeEventData/TT41.BPM.412343/Acquisition,Group,,,
1334,AwakeEventData/TT41.BPM.412343/Acquisition/horAvePos,Dataset,1,"(1,)",float32
1335,AwakeEventData/TT41.BPM.412343/Acquisition/horPos,Dataset,12,"(12,)",float32
1336,AwakeEventData/TT41.BPM.412343/Acquisition/posOK,Dataset,1,"(1,)",Unsupported Datatype
1337,AwakeEventData/TT41.BPM.412343/Acquisition/sigma,Dataset,12,"(12,)",int32
1338,AwakeEventData/TT41.BPM.412343/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
1339,AwakeEventData/TT41.BPM.412343/Acquisition/spsExtraction,Dataset,1,(),bool
1340,AwakeEventData/TT41.BPM.412343/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
1341,AwakeEventData/TT41.BPM.412343/Acquisition/verAvePos,Dataset,1,"(1,)",float32
1342,AwakeEventData/TT41.BPM.412343/Acquisition/verPos,Dataset,12,"(12,)",float32
1343,AwakeEventData/TT41.BPM.412345,Group,,,
1344,AwakeEventData/TT41.BPM.412345/Acquisition,Group,,,
1345,AwakeEventData/TT41.BPM.412345/Acquisition/horAvePos,Dataset,1,"(1,)",float32
1346,AwakeEventData/TT41.BPM.412345/Acquisition/horPos,Dataset,12,"(12,)",float32
1347,AwakeEventData/TT41.BPM.412345/Acquisition/posOK,Dataset,1,"(1,)",Unsupported Datatype
1348,AwakeEventData/TT41.BPM.412345/Acquisition/sigma,Dataset,12,"(12,)",int32
1349,AwakeEventData/TT41.BPM.412345/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
1350,AwakeEventData/TT41.BPM.412345/Acquisition/spsExtraction,Dataset,1,(),bool
1351,AwakeEventData/TT41.BPM.412345/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
1352,AwakeEventData/TT41.BPM.412345/Acquisition/verAvePos,Dataset,1,"(1,)",float32
1353,AwakeEventData/TT41.BPM.412345/Acquisition/verPos,Dataset,12,"(12,)",float32
1354,AwakeEventData/TT41.BPM.412347,Group,,,
1355,AwakeEventData/TT41.BPM.412347/Acquisition,Group,,,
1356,AwakeEventData/TT41.BPM.412347/Acquisition/horAvePos,Dataset,1,"(1,)",float32
1357,AwakeEventData/TT41.BPM.412347/Acquisition/horPos,Dataset,12,"(12,)",float32
1358,AwakeEventData/TT41.BPM.412347/Acquisition/posOK,Dataset,1,"(1,)",Unsupported Datatype
1359,AwakeEventData/TT41.BPM.412347/Acquisition/sigma,Dataset,12,"(12,)",int32
1360,AwakeEventData/TT41.BPM.412347/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
1361,AwakeEventData/TT41.BPM.412347/Acquisition/spsExtraction,Dataset,1,(),bool
1362,AwakeEventData/TT41.BPM.412347/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
1363,AwakeEventData/TT41.BPM.412347/Acquisition/verAvePos,Dataset,1,"(1,)",float32
1364,AwakeEventData/TT41.BPM.412347/Acquisition/verPos,Dataset,12,"(12,)",float32
1365,AwakeEventData/TT41.BPM.412349,Group,,,
1366,AwakeEventData/TT41.BPM.412349/Acquisition,Group,,,
1367,AwakeEventData/TT41.BPM.412349/Acquisition/horAvePos,Dataset,1,"(1,)",float32
1368,AwakeEventData/TT41.BPM.412349/Acquisition/horPos,Dataset,12,"(12,)",float32
1369,AwakeEventData/TT41.BPM.412349/Acquisition/posOK,Dataset,1,"(1,)",Unsupported Datatype
1370,AwakeEventData/TT41.BPM.412349/Acquisition/sigma,Dataset,12,"(12,)",int32
1371,AwakeEventData/TT41.BPM.412349/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
1372,AwakeEventData/TT41.BPM.412349/Acquisition/spsExtraction,Dataset,1,(),bool
1373,AwakeEventData/TT41.BPM.412349/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
